product_id,description
167936C,"{'Model': '167936C', '제품소재': '겉감: 폴리에스터 63%, 열가소성폴리우레탄 37%/ 안감: 나일론 91%, 폴리우레탄 9% / Outsole: 고무 100%', '색상': '화이트', '치수': '260-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167937C,"{'Model': '167937C', '제품소재': '겉감: 폴리에스터 62%, 열가소성폴리우레탄 38%/ 안감: 나일론 91%, 폴리우레탄 9% / Outsole: 고무 100%', '색상': '유니버시티블루', '치수': '260-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
168133C,"{'Model': '168133C', '제품소재': '겉감: 천연가죽(소가죽) 100%/ 안감: 폴리에스터 84%, 폴리우레탄 16%/ Outsole: 고무 100%', '색상': '블루슬레이트', '치수': '250-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167805C,"{'Model': '167805C', '제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '화이트', '치수': '230-290', '제조자': '컨버스', '제조국': '중국', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167804C,"{'Model': '167804C', '제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '블랙', '치수': '230-290', '제조자': '컨버스', '제조국': '중국', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167707C,"{'Model': '167707C', '제품소재': '겉감: 폴리에스터 60%, 면 40%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '문스톤바이올렛', '치수': '220-290', '제조자': '컨버스', '제조국': '중국', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167706C,"{'Model': '167706C', '제품소재': '겉감: 폴리에스터 60%, 면 40%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '블루슬레이트', '치수': '220-290', '제조자': '컨버스', '제조국': '중국', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
537081C,"{'Model': '537081C', '제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '블랙', '치수': '220-250', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
537084C,"{'Model': '537084C', '제품소재': '겉감: 면 100%/ 안감: 면 100%', '색상': '화이트', '치수': '220-250', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167813C,"{'Model': '167813C', '제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '블랙', '치수': '220-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
567847C,"{'Model': '567847C', '제품소재': '겉감: 면 100%/ 안감: 폴리에스터 100%/ Outsole: 고무 100%', '색상': '에그렛', '치수': '220-250', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
567865C,"{'Model': '567865C', '제품소재': '겉감: 면 100%/ 안감: 폴리에스터 100%/ Outsole: 고무 100%', '색상': '에그렛', '치수': '220-250', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167810C,"{'Model': '167810C', '제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '멜론볼러', '치수': '220-280', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167811C,"{'Model': '167811C', '제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '그리그언블리치드', '치수': '220-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167812C,"{'Model': '167812C', '제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '네이비', '치수': '220-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167862C,"{'Model': '167862C', '제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '문스톤바이올렛', '치수': '220-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167701C,"{'Model': '167701C', '제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '애거트블루', '치수': '220-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167703C,"{'Model': '167703C', '제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '베네시안러스트', '치수': '220-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167700C,"{'Model': '167700C', '제품소재': '겉감: 폴리에스터 100%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '토탈오렌지', '치수': '220-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167239C,"{'Model': '167239C', '제품소재': '겉감: 천연가죽(소가죽) 89%, 폴리우레탄 11%/ 안감: 폴리에스터 100%/ Outsole: 고무 100%', '색상': '화이트', '치수': '230-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167238C,"{'Model': '167238C', '제품소재': '겉감: 천연가죽(소가죽) 89%, 폴리우레탄 11%/ 안감: 폴리에스터 100%/ Outsole: 고무 100%', '색상': '블랙', '치수': '230-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
567855C,"{'Model': '567855C', '제품소재': '겉감: 폴리에스터 100%/ 안감: 면 70%, 폴리에스터 30%/ Outsole: 고무 100%', '색상': '퓨얼오렌지', '치수': '220-250', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
165024C,"{'Model': '165024C', '제품소재': '겉감: 면 100% 안감: 면 100%outsole: 고무 100%', '색상': '상단표기', '치수': '상단표기', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 (1년) 내 무상수선\n품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터\n(080-987-0182)', '제조연월': '상품라벨에서 확인'}"
164301C,"{'Model': '164301C', '제품소재': '겉감:면 100% 안감:면 100% outsole:고무 100%', '색상': '상단표기', '치수': '상단표기', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선\n품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터\n(080-987-0182)', '제조연월': '상품라벨에서 확인'}"
164300C,"{'Model': '164300C', '제품소재': '겉감:면 100% 안감:면 100% outsole:고무 100%', '색상': '상단표기', '치수': '상단표기', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선\n품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터\n(080-987-0182)', '제조연월': '상품라벨에서 확인'}"
163407C,"{'Model': '163407C', '제품소재': '겉감:면 100%안감:면 100% outsole:고무 100%', '색상': '상단표기', '치수': '상단표기', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 (1년) 내 무상수선\n품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터\n(080-987-0182)', '제조연월': '상품라벨에서 확인'}"
563457C,"{'Model': '563457C', '제품소재': '겉감:면 100%안감:면 100% outsole:고무 100%', '색상': '상단표기', '치수': '상단표기', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 (1년) 내 무상수선\n품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터\n(080-987-0182)', '제조연월': '상품라벨에서 확인'}"
560251C,"{'Model': '560251C', '제품소재': '겉감: 면 100%/ 안감: 면 100%', '색상': '화이트', '치수': '상단표기', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167643C,"{'Model': '167643C', '제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '베네시안러스트', '치수': '220-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167646C,"{'Model': '167646C', '제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '데저트오레', '치수': '220-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167647C,"{'Model': '167647C', '제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '베얼리볼트', '치수': '220-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167644C,"{'Model': '167644C', '제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '그린옥사이드', '치수': '220-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167750C,"{'Model': '167750C', '제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '에그렛', '치수': '220-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167749C,"{'Model': '167749C', '제품소재': '겉감: 면 100%/ 안감: 면 100%/ Outsole: 고무 100%', '색상': '에그렛', '치수': '220-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167324C,"{'Model': '167324C', '제품소재': '겉감: 천연가죽(소가죽) 100%/ 안감: 폴리에스터 66%, 천연가죽(소가죽) 19%, 폴리우레탄 15%', '색상': '에그렛', '치수': '220-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167966C,"{'Model': '167966C', '제품소재': '겉감: 면 100%/ 안감: 폴리에스터 100%', '색상': '블랙', '치수': '220-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
167963C,"{'Model': '167963C', '제품소재': '겉감: 면 100%/ 안감: 폴리에스터 100%', '색상': '화이트', '치수': '220-290', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
164057C,"{'Model': '164057C', '제품소재': '겉감: 면 100%/ 안감: 면 100%', '색상': '화이트', '치수': '상단표기', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
164056C,"{'Model': '164056C', '제품소재': '겉감: 면 100%/ 안감: 면 100%', '색상': '블랙', '치수': '상단표기', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
162054C,"{'Model': '162054C', '제품소재': '겉감:면 100% 안감:면 100%', '색상': '상단표기', '치수': '상단표기', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 (1년) 내 무상수선\n품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터\n(080-987-0182)', '제조연월': '상품라벨에서 확인'}"
162063C,"{'Model': '162063C', '제품소재': '겉감:면 100% 안감:면 100%', '색상': '상단표기', '치수': '상단표기', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 (1년) 내 무상수선\n품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터\n(080-987-0182)', '제조연월': '상품라벨에서 확인'}"
566751C,"{'Model': '566751C', '제품소재': '겉감: 면 75%, 천연가죽(소가죽)25%/ 안감: 면 100%', '색상': '화이트', '치수': '220-250', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
567157C,"{'Model': '567157C', '제품소재': '겉감: 면 100%/ 안감: 폴리에스터 100%', '색상': '포톤더스트', '치수': '220-245', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
567311C,"{'Model': '567311C', '제품소재': '겉감: 면 100%/ 안감: 폴리에스터 100%', '색상': '에그렛', '치수': '220-245', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
567155C,"{'Model': '567155C', '제품소재': '겉감: 면 100%/ 안감: 폴리에스터 100%', '색상': '데저트오레', '치수': '220-245', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
567309C,"{'Model': '567309C', '제품소재': '겉감: 면 100%/ 안감: 폴리에스터 100%', '색상': '블랙', '치수': '220-245', '제조자': '컨버스', '제조국': '베트남', '취급시 주의사항': '본 제품은 천연 염료를 사용하여 물빠짐이 있으니 연한색 양말의 착용과 장시간 세탁 및 표백성분 세제와 세탁기 사용을 삼가해 주십시오.', '품질보증기준': '품질보증기간 내 무상수선 품질 보증 기간 경과 혹은 소비자 과실 유상수선', 'A/S 책임자와 전화번호': '컨버스 AS 센터(080-987-0182)', '제조연월': '상품 라벨에서 확인'}"
